,Nc_init,M_init,Nr_init,rtype_init,dtype_init,divide_init,total population_init,staticdif_init,EP_init,dif_init,Cell  Volume_max_init,Cell  Volume_min_init,Cell  Volume_ave_init,Cell  Volume_var_init,Total Chemicals_max_init,Total Chemicals_min_init,Total Chemicals_ave_init,Total Chemicals_var_init,Nc_last,M_last,Nr_last,rtype_last,dtype_last,divide_last,total population_last,staticdif_last,EP_last,dif_last,Cell  Volume_max_last,Cell  Volume_min_last,Cell  Volume_ave_last,Cell  Volume_var_last,Total Chemicals_max_last,Total Chemicals_min_last,Total Chemicals_ave_last,Total Chemicals_var_last
50,200,10,1,random,gradient,True,1039.5346122483213,0.015630327378498125,-91.44080625307475,91.45643658045326,7.820044575480395,2.2378430983415916,5.197673061241606,0.7994532895174731,109.55059878224804,95.59883898280661,103.95346122483214,15.245363747451648,200,10,1,random,gradient,True,1039.5346122483213,-2217045.9616912054,-608744537059715.1,608744534842669.1,19441573007.746914,2180.786628708936,97549653.17755957,1.880375620398987e+18,19508478168.897602,246.84525526665325,1950993063.551192,3.425169822751654e+19
51,100,10,5,random,gradient,True,501.6229766591192,0.0009565139722542426,0.3564144733993112,-0.35545795942705694,6.946432301616435,2.5492033159898417,5.0162297665911915,0.8144147708546388,55.381072263986724,44.655298730481086,50.16229766591192,8.413342090844997,100,10,5,random,gradient,True,501.6229766591192,-1.0275438229999898e+16,-7.371837824548182e+35,7.371837824548182e+35,4.0782617357890836e+18,17.273490155550327,4.078261735789086e+16,1.6465896597745373e+35,1.4364108149310413e+18,86.47473947726175,4.0782617357890854e+17,2.9497775571947675e+35
52,500,10,5,random,gradient,True,2738.7223354257885,0.050793690940894635,-893.1644602439399,893.2152539348807,8.266242050504216,2.7525713087372763,5.477444670851577,0.8349443721126635,289.16106157549365,257.89882233842707,273.8722335425789,116.56400501819843,500,10,5,random,gradient,True,2738.7223354257885,-1.8909995886153364e+16,-2.975406686784141e+39,2.975406686784141e+39,1.5186882035020448e+20,166.385929995917,3.077335749105149e+17,4.604155980676341e+37,1.0792505084459001e+20,956.7052091759776,1.538667874552573e+19,1.1390960934342903e+39
53,400,100,50,random,gradient,True,28947.79242046576,21.73578840531753,-32385.779627743636,32407.51541614895,80.43513346432616,62.06572848545168,72.3694810511644,7.400520100974257,372.65837468398945,207.23787159685452,289.4779242046576,2176.496811258593,400,100,50,random,gradient,True,28947.79242046576,-82035713.99871333,-194122357748164.62,194122275712450.62,10976615938.385353,24978994.688814104,588308676.636728,7.653034199681733e+17,164384265037.11218,9.182033916518414,2353234706.5469112,3.142969989070647e+20
54,200,100,50,random,gradient,True,12807.88221824933,11.847451445846804,-8733.403911843625,8745.251363289472,71.94644067010286,54.07596430735438,64.03941109124665,7.776035252150264,156.44249671624195,98.70573243276651,128.0788221824933,220.24245351428536,200,100,50,random,gradient,True,12807.88221824933,-22027218189457.652,-1.417838714810265e+25,1.4178387148080623e+25,1.08538233741021e+16,8698923.640639523,60401204826406.6,5.878291585321757e+29,1.2076991922268874e+16,39.60191184667688,120802409652813.17,1.443944195219208e+30
55,100,50,40,random,gradient,True,2595.2102397483854,0.4759494552098367,-244.48929691039166,244.9652463656015,30.660929080495894,20.17617097437802,25.952102397483852,3.764847983185461,58.89071984413495,45.78255075357194,51.90420479496771,6.497484609403736,100,50,40,random,gradient,True,2595.2102397483854,-938079351.8792493,-1.1589731307939793e+19,1.1589731307001713e+19,304749117224.49146,3869.002203051078,3279743657.6530104,9.209861385858612e+20,327288325234.2612,7.963602424630315,6559487315.306019,2.0993305214086635e+21
56,400,100,80,random,gradient,True,29077.179842960133,22.53589706947857,-33609.678310737014,33632.21420780649,79.42772710574886,64.00862097099339,72.69294960740032,8.390847354357764,372.2459973266241,209.91528563353253,290.77179842960135,2069.6059239246133,400,100,80,random,gradient,True,29077.179842960133,-310947305146.9907,-7.801027654694796e+27,7.801027654694796e+27,344864828979399.56,37241.65450135617,895228043783.1676,2.966859168807512e+26,179045630127332.38,7.905191488592201,3580912175132.6694,6.283236173050366e+26
57,400,50,40,random,gradient,True,12397.62496061518,2.9822505276306073,-8536.107707642741,8539.08995817037,36.89113435491002,23.58657250415535,30.99406240153795,3.890341837628008,291.76228511023794,203.5276035537204,247.95249921230356,608.1703652010697,400,50,40,random,gradient,True,12397.62496061518,-36938357324.148735,-2.695046354665799e+26,2.6950463546657985e+26,62486167177432.516,2388.9617199799795,236613026347.18463,1.0837944526976935e+25,47322607950623.86,367.03994357603335,1892904210777.4768,8.59940622256142e+25
58,500,50,25,random,gradient,True,16398.26337400893,4.121520521276309,-15443.915366136473,15448.036886657748,38.8236451522561,25.6397563261749,32.79652674801786,4.390474979305484,403.2384128576609,258.1375177740873,327.96526748017857,1539.0938965533187,500,50,25,random,gradient,True,16398.26337400893,-82814677.65390101,-9.804990312215078e+16,9.804990303933611e+16,193793080916.5296,179106.99842282388,832716352.6512966,9.29681762430661e+19,416285766714.41943,100.58092078071037,8327163526.51297,3.396535173292561e+21
59,400,10,8,random,gradient,True,2168.867858708905,0.04276531515918964,-566.0053654847965,566.0481307999556,8.046502410253677,2.857999630945709,5.422169646772262,0.8451623168926371,223.80099423873315,207.2693230183156,216.8867858708905,28.12504200942074,400,10,8,random,gradient,True,2168.867858708905,-2071173.4882991004,-74123597430235.16,74123595359061.67,1130728993.4012682,601976.2124966369,11520528.588077264,4967525697556640.0,2707917837.330508,19.01654281740078,460821143.5230907,8.804699850056077e+17
