,Nc_init,M_init,Nr_init,rtype_init,dtype_init,divide_init,nlin_init,total population_init,staticdif_init,EP_init,dif_init,Cell  Volume_max_init,Cell  Volume_min_init,Cell  Volume_ave_init,Cell  Volume_var_init,Total Chemicals_max_init,Total Chemicals_min_init,Total Chemicals_ave_init,Total Chemicals_var_init,Nc_last,M_last,Nr_last,rtype_last,dtype_last,divide_last,nlin_last,total population_last,staticdif_last,EP_last,dif_last,Cell  Volume_max_last,Cell  Volume_min_last,Cell  Volume_ave_last,Cell  Volume_var_last,Total Chemicals_max_last,Total Chemicals_min_last,Total Chemicals_ave_last,Total Chemicals_var_last
30,100,30,24,random,gradient,True,True,1528.2803022376816,0.07416276954423984,-46.8480159251702,46.92217869471444,18.52122225500524,11.188992089580474,15.282803022376815,2.61741501612564,56.465096022786966,44.55743684289438,50.942676741256044,6.195389124885246,100,30,24,random,gradient,True,True,1528.2803022376816,7.31864333829435e-08,0.33618551852970296,-0.3361854453432696,165.56907588100688,165.56753411491985,165.56851052385176,2.5107044578001137e-07,65.77161973606066,44.557359091817794,55.18950350795058,23.5391934268369
31,500,30,3,random,gradient,True,True,9043.149044923557,0.942121223603679,-5733.268967990988,5734.211089214592,22.992440457282246,13.788293426463099,18.086298089847116,2.445474119378315,338.0381041909995,262.23096806780677,301.4383014974519,518.8093027881133,500,30,3,random,gradient,True,True,9043.149044923557,6.893567115184851e-08,1.5728527838396682,-1.572852714903997,1451.693551439849,1451.6931232844706,1451.693341121002,1.3080302948632781e-08,2431.522491807948,2381.5776904802483,2419.488901868337,114.56009931462317
32,500,30,15,random,gradient,True,True,8953.072277231011,0.9648361335556874,-5811.40777330451,5812.372609438065,22.40509194101547,13.221936278812963,17.906144554462024,2.304210245322979,333.96638877770096,266.4268335440791,298.4357425743671,355.6943434596175,500,30,15,random,gradient,True,True,8953.072277231011,2.8402901534718696e-08,1.5589662570717382,-1.5589662286688366,1482.5864411884834,1482.5863108312897,1482.5863756405379,9.43594816092754e-10,2497.7118175180517,2405.353502041954,2470.97729273423,410.79461001895464
33,200,100,50,random,gradient,True,True,12806.228437299542,11.840567037594854,-8726.68915136982,8738.529718407413,71.93845541244028,54.067536062185724,64.0311421864977,7.775938386056247,156.2319571311185,98.710209543752,128.0622843729954,220.15764460471598,200,100,50,random,gradient,True,True,12806.228437299542,1.2873793821199798e-07,5.631121741328635,-5.631121612590697,2552.4455215514245,2552.4452339872546,2552.4453493872256,4.6718971945521115e-09,533.0700158896452,499.3007589790945,510.48906987744516,25.656983446144913
34,100,30,15,random,gradient,True,True,1538.8047094518452,0.062097749632792784,-34.03078650989387,34.09288425952666,18.84454091084742,11.746326996943738,15.388047094518452,2.3732669807761844,55.91260028169357,44.111670711733844,51.293490315061504,7.090914186672243,100,30,15,random,gradient,True,True,1538.8047094518452,3.3577652629901424e-08,0.32806041451012,-0.3280603809324674,137.2706784659285,137.26977715538604,137.2701458443091,8.03291232128828e-08,56.200026998885264,37.56041330578533,45.75671528143637,12.87829657310056
35,500,500,50,random,gradient,True,True,489524.5252531984,3135.985929363858,-1410274.516989672,1413410.502919036,997.3531436033638,960.8808180866486,979.049050506397,35.28256060229293,1703.1151087510875,263.64253927299796,979.0490505063971,170062.16231820182,500,500,50,random,gradient,True,True,489524.5252531984,7.201709086075426e-07,318.41614060928805,-318.4161398891171,28749.815984818968,28749.815728289446,28749.815849188184,3.6274010434377264e-09,2890.5595173922147,2854.494538580754,2874.981584918819,60.214412988548034
36,200,10,1,random,gradient,True,True,1039.528190874328,0.015625576234240157,-91.43431992844552,91.44994550467976,7.8200121604734285,2.2377969445616284,5.19764095437164,0.7994561050462163,109.70460510135814,95.60122830176242,103.95281908743279,15.436228335542543,200,10,1,random,gradient,True,True,1039.528190874328,1.0954218623737688e-08,0.12968552999381613,-0.12968551903959752,153.4426046015363,153.44232437527495,153.44243744597586,5.957348989929448e-09,315.0623516880726,296.5808903012677,306.8848748919517,22.514117829769418
37,100,100,10,random,gradient,True,True,5493.630869373829,3.8425421557646917,-1071.6992233545095,1075.5417655102742,61.94750651642981,47.76364360716813,54.93630869373829,8.406147785356067,63.735083410294614,46.200604800905985,54.93630869373829,13.949521428031785,100,100,10,random,gradient,True,True,5493.630869373829,3.0643985519418494e-07,2.751601363530506,-2.751601057090651,944.6099125862796,944.6087040898176,944.6092502595995,1.6442809520378392e-07,99.78358197588463,89.3522362315031,94.46092502595995,2.678729243464745
38,200,30,15,random,gradient,True,True,3239.9924448168576,0.3324069764375281,-714.4572908914658,714.7896978679033,20.351700892272603,12.168349565235705,16.199962224084288,2.447072901123177,119.57849992274512,93.08126654743704,107.99974816056192,31.649906366570985,200,30,15,random,gradient,True,True,3239.9924448168576,6.187947565194919e-08,0.6392361129215953,-0.6392360510421197,585.0637179845779,585.0632456989576,585.06348291885,1.660404127493128e-08,404.3321020357934,374.99946790303676,390.0423219459,42.80388123212597
39,100,50,40,random,gradient,True,True,2594.3778572674346,0.4728763946710751,-242.2259898075055,242.69886620217656,30.652813963088164,20.167623103885038,25.943778572674344,3.7647219344628287,58.88493074668816,46.028973909706835,51.88755714534869,6.359273336780293,100,50,40,random,gradient,True,True,2594.3778572674346,8.270805119536818e-08,0.834296775087777,-0.8342966923797258,422.36508981378057,422.36471419614986,422.36487618578906,1.647793529698888e-08,91.88183147817911,73.84539868300139,84.47297523715781,10.439127693288686
40,400,30,3,random,gradient,True,True,6764.429601224043,0.6262511753569706,-2797.696531446747,2798.322782622104,21.117270346987294,10.746151842263966,16.911074003060108,2.329870044742324,255.62696477813373,195.00176476575842,225.48098670746808,215.70907167784617,400,30,3,random,gradient,True,True,6764.429601224043,6.372901857503166e-07,1.1324278398924346,-1.1324272026022488,1003.6131778363808,1003.6042569710434,1003.6089824969558,5.047227170383421e-06,1350.5949382437964,1282.7570315670634,1338.1453099959413,162.14497038171362
41,200,50,25,random,gradient,True,True,5662.7035052347655,1.4599843258843794,-2001.3744098786149,2002.8343942044992,32.48798626112647,23.268236323820233,28.313517526173825,3.6502181188881897,130.40558944781526,95.59146338264533,113.2540701046953,58.86227698103987,200,50,25,random,gradient,True,True,5662.7035052347655,2.1356952220230597e-07,1.6610358996462133,-1.661035686076691,1123.8248626044467,1123.8236979002054,1123.824192659151,1.1110505159749185e-07,457.7027647796932,438.6731670282823,449.5296770636604,17.486704250364088
42,400,500,50,random,gradient,True,True,314712.2058365085,2284.7107855313216,-767083.343359351,769368.0541448824,804.2921243511294,767.5072376783671,786.7805145912712,36.385550551451004,1066.897040653348,199.24905568581963,629.424411673017,59176.169481591285,400,500,50,random,gradient,True,True,314712.2058365085,2.837905893102288e-06,261.14571555783823,-261.14571271993236,21254.073516450517,21254.072003799447,21254.072851737015,1.9944407665237922e-07,1715.5863445032765,1679.0784810076002,1700.3258281389612,35.72869379219417
43,200,50,5,random,gradient,True,True,5659.59411403698,1.432124093985505,-1937.9610697081957,1939.3931938021813,34.36866179434951,22.36999589370785,28.29797057018489,4.510077811808975,126.94947310762717,96.5672418500935,113.19188228073956,53.219590568599365,200,50,5,random,gradient,True,True,5659.59411403698,2.16555640236038e-06,1.4957711746241067,-1.4957690090677043,1076.424871928599,1076.391188946905,1076.4099254970681,8.330734223729273e-05,439.7690704879489,422.06503422348635,430.5639701988273,12.67160481816978
44,400,10,5,random,gradient,True,True,2154.620458185858,0.03940784043425936,-517.1648759549541,517.2042837953884,8.001709535932434,2.755672437555336,5.386551145464645,0.8476937244914494,225.92633149956282,198.2546188108811,215.46204581858578,84.5125883777334,400,10,5,random,gradient,True,True,2154.620458185858,1.4444386010836752e-08,0.0992917974192064,-0.0992917829748204,317.937307965186,317.9369314007915,317.93711077414224,6.155524788325012e-09,1360.667565634921,1229.920737721282,1271.7484430965692,1368.6752759603717
45,500,10,1,random,gradient,True,True,2731.0496146162077,0.05423085271144919,-944.6348628547962,944.6890937075077,7.836349210310776,2.80268033830101,5.462099229232416,0.8015586629827465,282.88393183162003,255.82978997158753,273.10496146162086,91.54186069821561,500,10,1,random,gradient,True,True,2731.0496146162077,2.689910382969174e-08,0.2692093940106426,-0.26920936711153876,454.9478046547204,454.947316879989,454.9475959657794,1.1607403044600345e-08,2295.1961307128468,2253.824129724919,2274.737979828897,140.31754134655043
46,500,10,5,random,gradient,True,True,2738.8388507714467,0.050815064838485004,-893.9105976667157,893.9614127315542,8.266544876265517,2.752948322158456,5.477677701542893,0.8349609502173172,289.76442355222025,256.96598476820805,273.88388507714467,119.71950602257738,500,10,5,random,gradient,True,True,2738.8388507714467,1.3227136383875405e-07,0.19811415236129087,-0.19811402008992704,468.13448396331495,468.1312283487813,468.133084817406,6.241283286878797e-07,2396.8793453879803,2299.696614563278,2340.66542408703,870.315181245045
47,200,500,50,random,gradient,True,True,119016.31302275781,1306.5658802330465,-216607.3462433411,217913.91212357415,613.3617847614382,575.8836253492078,595.081565113789,38.38256802785983,374.791213957901,100.0997071707484,238.0326260455156,6102.057410484128,200,500,50,random,gradient,True,True,119016.31302275781,6.239529582671821e-06,130.0923714141049,-130.09236517457532,13744.830368081195,13744.825091729197,13744.827475804756,2.238172807914055e-06,559.7049477018556,542.740372625624,549.7930990321902,8.452879578326185
48,100,10,5,random,gradient,True,True,501.62207713516307,0.0009617384588865434,0.3269832975406288,-0.3260215590817423,6.946370332417452,2.5495823454656676,5.016220771351631,0.8143451109665906,55.379795102731656,44.74091750334398,50.1622077135163,8.172836713423846,100,10,5,random,gradient,True,True,501.62207713516307,5.467738503739383e-09,0.8613392073774094,-0.861339201909671,15.573398410105153,15.573290225669263,15.573343914367557,4.931918657956233e-10,209.12176617409736,108.46301558438431,155.73343914367558,1127.8898218999657
49,100,100,50,random,gradient,True,True,5471.961818365809,4.3244752853959945,-1249.9599902989219,1254.2844655843178,62.497367116069064,48.72227442985873,54.71961818365809,8.132554169649392,63.17628612370111,41.363505825292954,54.71961818365809,19.798990128189633,100,100,50,random,gradient,True,True,5471.961818365809,9.990706530516035e-08,2.8702199774993433,-2.870219877592278,1053.6410574765177,1053.6408566195626,1053.6409662240128,4.139321540866454e-09,114.34558854043293,99.67930802297641,105.36409662240128,5.476762951157034
